,city,geographic_area,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
3454,escobares city,TX,"98,30","0,00","0,00","0,00","92,80","98,30","0,00","0,00","0,00","92,80","18636,00","38,20","55,30"
3455,estelline town,TX,"84,80","4,80","0,00","0,00","51,70","84,80","4,80","0,00","0,00","51,70","63750,00","71,20","9,20"
3456,euless city,TX,"66,00","10,70","0,60","10,30","19,00","66,00","10,70","0,60","10,30","19,00","54974,00","90,30","12,20"
3457,eureka city,TX,"91,90","4,60","0,00","0,00","3,30","91,90","4,60","0,00","0,00","3,30","54643,00","92,00","9,50"
3458,eustace city,TX,"94,70","1,00","0,30","0,00","5,30","94,70","1,00","0,30","0,00","5,30","40903,00","82,20","20,10"
3459,evadale cdp,TX,"97,40","0,10","0,10","0,00","2,20","97,40","0,10","0,10","0,00","2,20","46250,00","86,90","3,00"
3460,evant town,TX,"91,10","0,20","0,70","0,00","16,40","91,10","0,20","0,70","0,00","16,40","39250,00","78,20","27,90"
3461,everman city,TX,"51,50","27,10","0,50","0,60","45,50","51,50","27,10","0,50","0,60","45,50","36977,00","78,10","25,10"
3462,fabens cdp,TX,"85,80","0,40","0,60","0,30","96,80","85,80","0,40","0,60","0,30","96,80","24327,00","50,40","48,50"
3463,fabrica cdp,TX,"93,60","0,00","0,20","0,00","98,00","93,60","0,00","0,20","0,00","98,00","30893,00","31,00","7,80"
3464,fairchilds village,TX,"78,40","2,40","0,00","0,30","32,00","78,40","2,40","0,00","0,30","32,00","61250,00","79,90","7,60"
3465,fairfield city,TX,"65,60","22,90","0,40","0,90","14,50","65,60","22,90","0,40","0,90","14,50","46964,00","87,00","10,00"
3466,fair oaks ranch city,TX,"95,10","0,70","0,60","1,20","11,60","95,10","0,70","0,60","1,20","11,60","125875,00","99,30","0,50"
3467,fairview town,TX,"88,20","3,60","0,60","4,30","6,20","88,20","3,60","0,60","4,30","6,20","73713,00","98,50","5,80"
3468,falcon lake estates cdp,TX,"94,70","0,10","0,10","0,80","82,50","94,70","0,10","0,10","0,80","82,50","49453,00","84,90","26,40"
3469,falcon mesa cdp,TX,"85,90","1,00","0,00","2,50","61,00","85,90","1,00","0,00","2,50","61,00","50466,00","62,70","6,90"
3470,falfurrias city,TX,"88,80","0,50","0,50","0,40","92,00","88,80","0,50","0,50","0,40","92,00","19229,00","72,70","45,80"
3471,falls city city,TX,"93,60","0,20","0,80","0,00","21,30","93,60","0,20","0,80","0,00","21,30","56458,00","80,80","12,90"
3472,falman cdp,TX,"85,50","1,30","2,60","0,00","18,40","85,50","1,30","2,60","0,00","18,40","31481,00","82,80","12,00"
3473,fannett cdp,TX,"87,50","4,20","0,40","2,00","9,70","87,50","4,20","0,40","2,00","9,70","71042,00","91,20","6,00"
3474,farmers branch city,TX,"73,40","4,80","0,70","4,40","45,40","73,40","4,80","0,70","4,40","45,40","60973,00","82,80","12,00"
3475,farmersville city,TX,"78,70","8,50","1,00","0,60","24,20","78,70","8,50","1,00","0,60","24,20","48258,00","79,10","16,00"
3476,farwell city,TX,"84,70","2,00","1,10","0,60","40,90","84,70","2,00","1,10","0,60","40,90","44145,00","75,00","13,00"
3477,fate city,TX,"84,00","6,80","0,80","1,60","14,90","84,00","6,80","0,80","1,60","14,90","91788,00","92,60","4,80"
3478,fayetteville city,TX,"96,90","0,80","0,00","0,80","2,30","96,90","0,80","0,00","0,80","2,30","32143,00","93,30","5,20"
3479,faysville cdp,TX,"95,40","0,00","0,90","0,00","98,60","95,40","0,00","0,90","0,00","98,60","29125,00","72,20","28,10"
3480,ferris city,TX,"63,80","18,50","0,30","0,20","38,40","63,80","18,50","0,30","0,20","38,40","46548,00","68,60","25,00"
3481,fifth street cdp,TX,"58,50","2,20","0,20","0,20","94,80","58,50","2,20","0,20","0,20","94,80","27299,00","21,80","58,00"
3482,flatonia town,TX,"76,80","6,00","1,70","0,10","46,50","76,80","6,00","1,70","0,10","46,50","40398,00","56,40","15,60"
3483,florence city,TX,"76,80","0,30","0,70","0,40","38,70","76,80","0,30","0,70","0,40","38,70","41875,00","74,10","10,80"
3484,floresville city,TX,"85,60","1,60","0,70","0,20","65,10","85,60","1,60","0,70","0,20","65,10","51446,00","75,60","15,90"
3485,flower mound town,TX,"83,90","3,20","0,50","8,60","8,40","83,90","3,20","0,50","8,60","8,40","122999,00","97,10","2,70"
3486,floydada city,TX,"75,50","4,30","0,80","0,00","61,60","75,50","4,30","0,80","0,00","61,60","35885,00","67,70","27,20"
3487,follett city,TX,"91,50","1,10","0,20","1,50","14,80","91,50","1,10","0,20","1,50","14,80","63750,00","80,90","15,60"
3488,forest hill city,TX,"29,00","48,50","0,50","0,60","38,20","29,00","48,50","0,50","0,60","38,20","43750,00","68,90","24,50"
3489,forney city,TX,"80,80","10,00","0,70","1,10","16,00","80,80","10,00","0,70","1,10","16,00","74718,00","94,30","7,80"
3490,forsan city,TX,"95,20","1,00","0,00","0,00","17,60","95,20","1,00","0,00","0,00","17,60","44250,00","87,70","27,30"
3491,fort bliss cdp,TX,"71,60","14,50","1,60","2,40","18,30","71,60","14,50","1,60","2,40","18,30","48610,00","97,10","13,10"
3492,fort clark springs cdp,TX,"92,60","1,20","1,10","0,80","20,70","92,60","1,20","1,10","0,80","20,70","36490,00","88,20","12,40"
3493,fort davis cdp,TX,"88,70","0,90","0,70","0,00","47,90","88,70","0,90","0,70","0,00","47,90","48508,00","66,00","5,50"
3494,fort hancock cdp,TX,"74,20","0,30","0,70","0,30","95,40","74,20","0,30","0,70","0,30","95,40","22313,00","38,30","41,30"
3495,fort hood cdp,TX,"64,00","17,80","1,30","2,20","20,00","64,00","17,80","1,30","2,20","20,00","40660,00","96,80","14,10"
3496,fort stockton city,TX,"79,40","2,10","0,70","0,80","73,70","79,40","2,10","0,70","0,80","73,70","49868,00","72,30","10,30"
3497,fort worth city,TX,"61,10","18,90","0,60","3,70","34,10","61,10","18,90","0,60","3,70","34,10","53214,00","80,80","18,80"
3498,four corners cdp,TX,"18,60","31,20","0,40","34,60","25,40","18,60","31,20","0,40","34,60","25,40","69342,00","80,70","12,50"
3499,franklin city,TX,"72,70","19,30","0,30","0,10","12,10","72,70","19,30","0,30","0,10","12,10","34167,00","83,60","22,80"
3500,frankston town,TX,"80,40","15,00","0,30","0,50","3,80","80,40","15,00","0,30","0,50","3,80","42969,00","83,30","14,30"
3501,fredericksburg city,TX,"90,50","0,50","0,60","0,60","21,30","90,50","0,50","0,60","0,60","21,30","48991,00","89,50","14,10"
3502,freeport city,TX,"65,00","12,20","0,80","0,50","59,90","65,00","12,20","0,80","0,50","59,90","32060,00","66,30","26,50"
3503,freer city,TX,"88,40","0,50","0,50","0,50","82,00","88,40","0,50","0,50","0,50","82,00","47250,00","72,10","20,70"
3504,fresno cdp,TX,"18,70","59,70","0,60","1,00","33,10","18,70","59,70","0,60","1,00","33,10","66161,00","81,80","10,70"
3505,friendswood city,TX,"86,60","3,40","0,40","4,80","12,50","86,60","3,40","0,40","4,80","12,50","91458,00","95,00","5,70"
3506,friona city,TX,"71,10","1,20","1,10","0,30","69,90","71,10","1,20","1,10","0,30","69,90","48409,00","62,20","19,70"
3507,frisco city,TX,"75,00","8,10","0,50","10,00","12,10","75,00","8,10","0,50","10,00","12,10","114098,00","95,90","3,60"
3508,fritch city,TX,"95,70","0,20","1,00","0,10","5,60","95,70","0,20","1,00","0,10","5,60","57880,00","93,60","8,60"
3509,frost city,TX,"79,50","6,40","0,80","0,20","22,40","79,50","6,40","0,80","0,20","22,40","34821,00","72,70","27,80"
3510,fruitvale city,TX,"92,40","0,00","1,20","0,00","10,00","92,40","0,00","1,20","0,00","10,00","32292,00","77,30","29,50"
3511,fulshear city,TX,"73,80","15,80","2,10","2,00","17,40","73,80","15,80","2,10","2,00","17,40","175990,00","94,70","3,20"
3512,fulton town,TX,"83,10","1,50","0,70","5,60","15,30","83,10","1,50","0,70","5,60","15,30","41447,00","84,70","8,50"
3513,gail cdp,TX,"91,30","0,00","0,90","0,40","21,20","91,30","0,00","0,90","0,40","21,20","72500,00","96,60","0,00"
3514,gainesville city,TX,"74,70","5,10","1,30","1,30","28,30","74,70","5,10","1,30","1,30","28,30","39047,00","79,50","22,20"
3515,galena park city,TX,"63,80","6,80","0,80","0,10","81,40","63,80","6,80","0,80","0,10","81,40","43302,00","61,30","21,50"
3516,gallatin city,TX,"91,90","2,40","1,90","0,70","6,70","91,90","2,40","1,90","0,70","6,70","60156,00","79,40","7,80"
3517,galveston city,TX,"62,50","19,20","0,90","3,20","31,30","62,50","19,20","0,90","3,20","31,30","39098,00","81,90","24,60"
3518,ganado city,TX,"77,50","2,60","0,20","0,60","46,70","77,50","2,60","0,20","0,60","46,70","44659,00","65,90","21,50"
3519,garden city cdp,TX,"88,90","0,30","0,60","0,00","35,60","88,90","0,30","0,60","0,00","35,60","61696,00","82,60","0,00"
3520,gardendale cdp,TX,"95,50","0,90","0,40","0,10","14,00","95,50","0,90","0,40","0,10","14,00","77829,00","98,20","4,10"
3521,garden ridge city,TX,"85,10","8,60","0,50","2,20","15,10","85,10","8,60","0,50","2,20","15,10","123611,00","98,80","1,10"
3522,garfield cdp,TX,"74,90","2,60","0,50","0,50","46,30","74,90","2,60","0,50","0,50","46,30","46029,00","69,90","26,30"
3523,garland city,TX,"57,50","14,50","0,80","9,40","37,80","57,50","14,50","0,80","9,40","37,80","51970,00","76,30","17,20"
3524,garrett town,TX,"60,80","2,10","0,00","0,10","57,30","60,80","2,10","0,00","0,10","57,30","37917,00","58,40","34,90"
3525,garrison city,TX,"67,40","24,80","0,00","1,30","9,30","67,40","24,80","0,00","1,30","9,30","32266,00","78,90","25,90"
3526,gary city town,TX,"93,90","1,90","0,60","0,60","2,60","93,90","1,90","0,60","0,60","2,60","63750,00","82,40","12,80"
3527,garza-salinas ii cdp,TX,"99,30","0,00","0,00","0,00","100,00","99,30","0,00","0,00","0,00","100,00","33500,00","62,80","34,30"
3528,gatesville city,TX,"70,80","20,00","0,50","0,50","17,10","70,80","20,00","0,50","0,50","17,10","40093,00","74,50","22,80"
3529,georgetown city,TX,"86,20","3,70","0,60","1,00","21,80","86,20","3,70","0,60","1,00","21,80","63041,00","92,50","8,00"
3530,george west city,TX,"91,60","0,90","0,50","0,30","50,60","91,60","0,90","0,50","0,30","50,60","49432,00","72,60","17,30"
3531,geronimo cdp,TX,"78,30","4,60","0,40","0,70","50,70","78,30","4,60","0,40","0,70","50,70","55272,00","77,90","14,40"
3532,gholson city,TX,"94,40","1,10","1,00","0,30","10,40","94,40","1,10","1,00","0,30","10,40","56818,00","87,80","18,40"
3533,giddings city,TX,"68,70","11,90","1,20","0,90","42,70","68,70","11,90","1,20","0,90","42,70","43810,00","74,50","24,60"
3534,gilmer city,TX,"74,90","18,00","0,70","0,80","7,00","74,90","18,00","0,70","0,80","7,00","46122,00","80,80","13,10"
3535,gladewater city,TX,"75,70","17,60","0,80","0,60","6,40","75,70","17,60","0,80","0,60","6,40","37819,00","81,10","28,10"
3536,glenn heights city,TX,"36,40","50,00","0,60","0,60","22,20","36,40","50,00","0,60","0,60","22,20","62404,00","87,60","10,60"
3537,glen rose city,TX,"86,10","0,70","0,90","1,00","19,50","86,10","0,70","0,90","1,00","19,50","39063,00","82,10","14,40"
3538,glidden cdp,TX,"55,80","19,40","2,10","1,70","38,30","55,80","19,40","2,10","1,70","38,30","52153,00","89,50","9,00"
3539,godley city,TX,"95,60","0,50","0,30","0,20","8,60","95,60","0,50","0,30","0,20","8,60","41699,00","84,00","16,20"
3540,goldsmith city,TX,"87,50","0,80","1,90","0,00","18,30","87,50","0,80","1,90","0,00","18,30","50750,00","93,30","9,10"
3541,goldthwaite city,TX,"85,60","0,20","0,50","0,30","24,60","85,60","0,20","0,50","0,30","24,60","42121,00","80,90","15,90"
3542,goliad city,TX,"76,50","7,80","0,70","0,50","52,50","76,50","7,80","0,70","0,50","52,50","46548,00","82,10","18,20"
3543,golinda city,TX,"69,80","17,20","0,50","0,00","15,90","69,80","17,20","0,50","0,00","15,90","44732,00","93,80","28,00"
3544,gonzales city,TX,"62,60","12,60","1,30","0,70","53,10","62,60","12,60","1,30","0,70","53,10","34271,00","67,80","29,40"
3545,goodlow city,TX,"8,50","90,50","0,00","0,00","6,00","8,50","90,50","0,00","0,00","6,00","26912,00","89,10","23,90"
3546,goodrich city,TX,"69,40","15,90","0,70","0,00","21,80","69,40","15,90","0,70","0,00","21,80","44444,00","79,70","13,50"
3547,gordon city,TX,"94,60","0,00","0,80","1,00","5,60","94,60","0,00","0,80","1,00","5,60","35069,00","87,90","10,40"
3548,goree city,TX,"78,80","7,90","1,50","0,00","27,10","78,80","7,90","1,50","0,00","27,10","35938,00","75,60","23,30"
3549,gorman city,TX,"81,10","0,10","0,10","0,30","34,00","81,10","0,10","0,10","0,30","34,00","20735,00","74,40","32,40"
3550,graford city,TX,"91,10","0,70","1,20","0,20","9,60","91,10","0,70","1,20","0,20","9,60","49167,00","82,50","20,90"
3551,graham city,TX,"88,20","1,20","0,90","0,50","20,50","88,20","1,20","0,90","0,50","20,50","39911,00","78,40","15,80"
3552,granbury city,TX,"93,70","0,70","0,70","1,10","8,60","93,70","0,70","0,70","1,10","8,60","45606,00","89,00","9,30"
3553,grandfalls town,TX,"83,60","2,80","0,80","0,00","46,40","83,60","2,80","0,80","0,00","46,40","35938,00","71,60","27,80"
3554,grand prairie city,TX,"52,60","20,20","0,80","6,50","42,70","52,60","20,20","0,80","6,50","42,70","56475,00","79,90","14,70"
3555,grand saline city,TX,"86,40","0,70","0,80","0,40","20,90","86,40","0,70","0,80","0,40","20,90","31853,00","67,20","29,90"
3556,grandview city,TX,"85,50","5,30","0,60","0,60","17,40","85,50","5,30","0,60","0,60","17,40","40750,00","80,40","21,10"
3557,granger city,TX,"77,40","7,00","0,60","0,50","33,10","77,40","7,00","0,60","0,50","33,10","43542,00","79,70","21,70"
3558,granite shoals city,TX,"78,20","1,40","1,20","0,30","45,30","78,20","1,40","1,20","0,30","45,30","35070,00","73,00","34,80"
3559,granjeno city,TX,"97,30","0,00","0,00","0,00","99,70","97,30","0,00","0,00","0,00","99,70","60938,00","71,60","17,70"
3560,grape creek cdp,TX,"86,00","0,40","0,50","0,50","22,40","86,00","0,40","0,50","0,50","22,40","41572,00","84,20","11,40"
3561,grapeland city,TX,"63,90","34,00","0,50","0,20","3,10","63,90","34,00","0,50","0,20","3,10","26677,00","83,80","31,40"
3562,grapevine city,TX,"81,10","3,30","0,70","4,50","18,00","81,10","3,30","0,70","4,50","18,00","79083,00","93,20","11,90"
3563,grays prairie village,TX,"94,70","0,90","0,30","0,00","10,10","94,70","0,90","0,30","0,00","10,10","70313,00","88,00","4,60"
3564,greatwood cdp,TX,"77,60","8,00","0,20","10,30","10,60","77,60","8,00","0,20","10,30","10,60","143125,00","95,70","0,90"
3565,greenville city,TX,"68,50","16,80","0,90","1,10","22,40","68,50","16,80","0,90","1,10","22,40","36639,00","80,00","23,10"
3566,gregory city,TX,"73,80","0,80","0,40","0,20","90,90","73,80","0,80","0,40","0,20","90,90","47543,00","61,70","24,10"
3567,grey forest city,TX,"94,60","0,60","0,60","1,20","14,50","94,60","0,60","0,60","1,20","14,50","72000,00","95,20","4,30"
3568,groesbeck city,TX,"65,30","20,20","0,30","0,30","20,90","65,30","20,20","0,30","0,30","20,90","38375,00","74,90","35,70"
3569,groom town,TX,"94,90","0,90","0,50","0,00","5,90","94,90","0,90","0,50","0,00","5,90","54514,00","89,10","1,80"
3570,groves city,TX,"85,80","4,10","0,30","3,00","16,30","85,80","4,10","0,30","3,00","16,30","49500,00","88,20","13,30"
3571,groveton city,TX,"78,20","13,00","0,60","0,10","13,70","78,20","13,00","0,60","0,10","13,70","30684,00","73,00","39,70"
3572,gruver city,TX,"82,70","0,80","0,30","0,00","36,50","82,70","0,80","0,30","0,00","36,50","45357,00","78,80","11,20"
3573,gun barrel city city,TX,"93,40","0,90","0,60","0,70","6,80","93,40","0,90","0,60","0,70","6,80","36939,00","80,40","23,50"
3574,gunter city,TX,"79,80","1,00","1,70","0,30","25,80","79,80","1,00","1,70","0,30","25,80","61250,00","76,80","15,40"
3575,gustine town,TX,"85,30","0,00","1,10","0,20","41,40","85,30","0,00","1,10","0,20","41,40","37589,00","65,80","27,90"
3576,guthrie cdp,TX,"98,80","0,00","0,60","0,00","8,80","98,80","0,00","0,60","0,00","8,80","56250,00","86,60","7,50"
3577,hackberry town,TX,"61,80","5,50","0,50","3,30","54,10","61,80","5,50","0,50","3,30","54,10","90694,00","69,60","20,00"
3578,hale center city,TX,"69,90","4,20","0,70","0,00","63,20","69,90","4,20","0,70","0,00","63,20","35750,00","65,20","21,20"
3579,hallettsville city,TX,"75,70","17,60","0,40","0,50","15,90","75,70","17,60","0,40","0,50","15,90","35687,00","78,00","18,30"
3580,hallsburg city,TX,"92,10","1,20","0,40","1,00","5,90","92,10","1,20","0,40","1,00","5,90","70000,00","97,00","10,60"
3581,hallsville city,TX,"89,10","5,50","0,60","0,30","6,10","89,10","5,50","0,60","0,30","6,10","75213,00","95,40","7,40"
3582,haltom city city,TX,"66,50","4,20","0,90","8,10","38,90","66,50","4,20","0,90","8,10","38,90","45745,00","74,50","16,60"
3583,hamilton city,TX,"94,50","0,70","0,70","0,50","8,90","94,50","0,70","0,70","0,50","8,90","31172,00","79,50","17,80"
3584,hamlin city,TX,"78,00","8,00","1,00","0,60","28,60","78,00","8,00","1,00","0,60","28,60","38170,00","88,90","27,80"
3585,happy town,TX,"88,10","0,30","1,80","0,00","22,00","88,10","0,30","1,80","0,00","22,00","39583,00","82,30","28,80"
3586,hardin city,TX,"92,40","1,00","0,70","0,10","9,30","92,40","1,00","0,70","0,10","9,30","44474,00","81,00","17,10"
3587,hargill cdp,TX,"78,90","0,90","0,00","0,00","91,80","78,90","0,90","0,00","0,00","91,80","13382,00","24,20","74,70"
3588,harker heights city,TX,"62,90","20,00","1,00","3,90","18,40","62,90","20,00","1,00","3,90","18,40","64494,00","91,70","17,10"
3589,harlingen city,TX,"87,30","1,00","0,50","1,30","79,50","87,30","1,00","0,50","1,30","79,50","34466,00","73,70","32,50"
3590,harper cdp,TX,"91,80","0,30","1,10","0,10","11,40","91,80","0,30","1,10","0,10","11,40","42250,00","77,50","10,90"
3591,hart city,TX,"61,60","3,10","0,40","0,40","74,90","61,60","3,10","0,40","0,40","74,90","43750,00","53,90","16,90"
3592,hartley cdp,TX,"85,90","0,00","0,70","0,00","38,90","85,90","0,00","0,70","0,00","38,90","49583,00","44,00","16,20"
3593,haskell city,TX,"80,40","4,90","0,80","0,80","26,80","80,40","4,90","0,80","0,80","26,80","36897,00","65,60","23,30"
3594,haslet city,TX,"90,40","2,40","0,60","1,60","8,50","90,40","2,40","0,60","1,60","8,50","104000,00","93,90","2,70"
3595,havana cdp,TX,"92,40","0,20","0,20","0,20","99,30","92,40","0,20","0,20","0,20","99,30","36643,00","68,50","35,30"
3596,hawk cove city,TX,"95,70","0,20","1,20","0,40","5,20","95,70","0,20","1,20","0,40","5,20","30938,00","73,50","21,20"
3597,hawkins city,TX,"79,80","14,20","0,60","0,20","4,90","79,80","14,20","0,60","0,20","4,90","48333,00","90,00","25,20"
3598,hawley city,TX,"94,50","0,20","0,20","0,00","6,20","94,50","0,20","0,20","0,00","6,20","51316,00","79,30","8,50"
3599,hays city,TX,"94,50","1,40","0,50","0,50","14,70","94,50","1,40","0,50","0,50","14,70","90357,00","96,20","1,80"
3600,hearne city,TX,"36,70","44,10","0,60","0,20","35,40","36,70","44,10","0,60","0,20","35,40","37218,00","67,00","19,60"
3601,heath city,TX,"93,10","1,80","0,40","1,80","6,20","93,10","1,80","0,40","1,80","6,20","148661,00","97,50","2,30"
3602,hebbronville cdp,TX,"88,50","0,50","0,40","0,30","92,80","88,50","0,50","0,40","0,30","92,80","33075,00","71,70","19,50"
3603,hebron town,TX,"74,00","5,80","0,20","12,80","14,90","74,00","5,80","0,20","12,80","14,90","144688,00","95,90","1,10"
3604,hedwig village city,TX,"75,90","1,30","0,20","15,50","11,00","75,90","1,30","0,20","15,50","11,00","84179,00","95,30","8,90"
3605,heidelberg cdp,TX,"67,90","0,50","0,50","0,10","96,80","67,90","0,50","0,50","0,10","96,80","40255,00","71,30","31,20"
3606,helotes city,TX,"86,80","2,70","0,40","4,00","31,80","86,80","2,70","0,40","4,00","31,80","114730,00","95,00","2,20"
3607,hemphill city,TX,"82,60","10,90","0,40","0,70","7,20","82,60","10,90","0,40","0,70","7,20","27344,00","79,40","35,40"
3608,hempstead city,TX,"36,80","38,90","1,40","0,60","37,40","36,80","38,90","1,40","0,60","37,40","33188,00","68,70","36,50"
3609,henderson city,TX,"64,50","23,90","0,40","0,70","18,00","64,50","23,90","0,40","0,70","18,00","42232,00","77,40","17,40"
3610,henrietta city,TX,"94,80","0,60","1,30","0,40","4,30","94,80","0,60","1,30","0,40","4,30","46548,00","89,30","13,40"
3611,hereford city,TX,"77,10","1,40","1,00","0,30","71,70","77,10","1,40","1,00","0,30","71,70","41250,00","70,40","24,10"
